,Kings New York Cases,Kings New York Deaths,Clark Nevada Cases,Clark Nevada Deaths,San Bernardino California Cases,San Bernardino California Deaths,Wayne Michigan Cases,Wayne Michigan Deaths,Tarrant Texas Cases,Tarrant Texas Deaths,Franklin Ohio Cases,Franklin Ohio Deaths,Cuyahoga Ohio Cases,Cuyahoga Ohio Deaths,Miami-Dade Florida Cases,Miami-Dade Florida Deaths,Bexar Texas Cases,Bexar Texas Deaths,Maricopa Arizona Cases,Maricopa Arizona Deaths,Cook Illinois Cases,Cook Illinois Deaths,Los Angeles California Cases,Los Angeles California Deaths,Philadelphia Pennsylvania Cases,Philadelphia Pennsylvania Deaths,San Diego California Cases,San Diego California Deaths,Suffolk Massachusetts Cases,Suffolk Massachusetts Deaths,Broward Florida Cases,Broward Florida Deaths,Hennepin Minnesota Cases,Hennepin Minnesota Deaths,Allegheny Pennsylvania Cases,Allegheny Pennsylvania Deaths,Alameda California Cases,Alameda California Deaths,Orange California Cases,Orange California Deaths
2020-07-18,61351,7201,29304,527,23566,328,25051,2780,21195,293,13778,461,10438,414,81026,1274,28633,251,93870,1444,98292,4774,153152,4084,28196,1665,23114,478,19548,1035,38131,488,14495,801,6125,203,9110,162,29011,494
2020-07-19,61432,7205,30432,527,23772,328,25136,2781,21617,298,14001,467,10553,421,84238,1302,30835,257,95471,1473,98670,4776,155917,4096,28196,1665,23682,478,19556,1035,39281,493,14734,802,6263,205,9237,162,29426,494
2020-07-20,61488,7209,31312,527,24099,329,25227,2781,22002,299,14246,468,10713,424,87035,1309,31316,262,96711,1485,99052,4777,159045,4104,28592,1665,24135,478,19594,1035,40976,512,14835,802,6435,208,9256,162,29986,494
2020-07-21,61568,7213,32025,553,25067,333,25410,2782,22002,299,14432,475,10828,431,89557,1325,31316,262,98988,1556,99464,4788,162025,4155,28742,1666,24520,487,19640,1039,42577,517,15125,802,6574,211,9383,166,30976,513
2020-07-22,61662,7214,33057,577,25775,337,25520,2784,23536,310,14736,478,11015,432,92345,1342,33555,283,100543,1599,100124,4801,165134,4215,28874,1673,25107,505,19689,1039,43747,529,15273,803,6670,214,9643,171,31743,521
2020-07-23,61752,7221,34209,580,26185,358,25649,2788,23967,319,14993,484,11206,435,95068,1354,34663,298,102247,1651,100795,4810,166868,4263,29102,1675,25608,512,19731,1042,45010,536,15537,804,6817,214,9869,173,32648,543
2020-07-24,61824,7223,35000,592,26796,372,25770,2789,24562,329,15301,487,11404,450,98430,1370,34932,313,104613,1718,101411,4822,168935,4300,29303,1676,26098,524,19773,1044,46576,546,15810,805,7015,216,10214,178,33358,556
2020-07-25,61926,7226,35786,601,26796,372,25877,2782,25146,344,15548,487,11584,449,101854,1379,35690,322,107291,1793,101955,4829,172325,4351,29303,1676,26098,524,19809,1046,48187,580,16067,806,7161,218,10330,178,33953,562
2020-07-26,61988,7229,36593,601,27992,383,26084,2782,25146,344,15682,489,11697,449,104755,1388,35690,322,108677,1808,102583,4830,174017,4360,29303,1676,26701,533,19822,1048,49350,605,16316,807,7294,218,10330,178,34373,564
2020-07-27,62053,7231,37492,606,27992,383,26161,2783,25499,338,15862,494,11788,454,107315,1404,36438,480,109988,1807,103008,4842,176028,4375,29803,1678,27507,533,19884,1048,50784,607,16506,807,7474,218,10438,178,34646,566
2020-07-28,62110,7232,38534,626,29962,395,26331,2789,25739,343,16042,496,11938,460,110352,1425,36438,497,111446,1882,103441,4857,178642,4426,29945,1678,27507,533,19962,1052,51657,607,16661,808,7593,223,10633,181,34833,581
2020-07-29,62194,7233,39345,645,32309,419,26689,2792,26315,351,16311,502,12088,465,113143,1455,38930,521,113148,1915,104001,4864,183456,4518,30077,1680,28287,552,20035,1054,52970,638,16881,810,7718,227,10773,181,35272,587
2020-07-30,62295,7235,40193,664,31688,419,26924,2798,27151,359,16630,507,12212,465,115916,1515,40253,545,114852,2011,104687,4872,186036,4559,30213,1691,28688,558,20112,1054,54312,676,17092,810,7850,227,11131,182,35778,604
2020-07-31,62385,7237,41245,687,32230,409,27067,2802,27823,365,16842,511,12399,470,118462,1611,40803,578,117293,2054,105493,4886,188541,4624,30354,1690,29048,561,20175,1055,55411,709,17316,813,8094,230,11139,182,36196,618
2020-08-01,62494,7240,42167,688,32696,417,27183,2803,28410,378,16952,513,12518,475,121207,1647,40803,611,119295,2089,106131,4888,190857,4669,30354,1690,29048,561,20212,1057,56797,742,17547,815,8160,233,11484,189,36833,649
2020-08-02,62577,7242,43147,688,32980,417,27234,2802,29054,391,17107,514,12646,477,122690,1669,41082,611,120279,2101,106713,4894,192177,4693,30354,1690,29883,565,20228,1058,57975,745,17789,819,8242,234,11524,189,37391,651
2020-08-03,62641,7242,44066,702,33432,418,27377,2805,29054,391,17254,514,12753,477,123644,1694,41138,622,120960,2108,107247,4897,193877,4702,30665,1692,29883,565,20302,1059,58531,748,18009,819,8310,234,11524,189,37813,651
2020-08-04,62715,7244,44997,716,34017,477,27564,2809,29357,398,17404,515,12881,482,124759,1724,41274,646,121789,2153,107744,4902,195805,4760,30771,1695,30516,568,20367,1062,58953,765,18197,820,8442,237,11909,192,38066,653
2020-08-05,62790,7244,45563,744,34237,487,27688,2809,30162,410,17619,517,13011,487,125949,1775,41614,673,123082,2204,108425,4909,198165,4827,30877,1695,30516,568,20445,1063,59354,783,18393,825,8512,239,12136,193,38131,665
2020-08-06,62890,7250,46184,752,34635,490,27836,2821,30227,422,17834,521,13141,491,127677,1784,41939,705,124022,2259,109150,4912,201200,4869,30986,1695,31127,583,20538,1066,60058,782,18641,828,8612,243,12884,206,38711,697
2020-08-07,62999,7247,46990,770,34939,497,27955,2827,30650,437,18006,522,13269,498,129409,1809,42299,739,124924,2307,110002,4920,204258,4919,31120,1698,31127,583,20604,1071,60746,782,18774,828,8709,244,12884,206,38754,704
2020-08-08,63086,7250,47739,799,35452,502,28090,2826,30922,445,18182,523,13414,499,131217,1838,42531,773,125545,2347,110865,4924,206778,4967,31120,1698,31779,586,20645,1073,61614,789,19057,831,8796,247,13213,208,39076,720
2020-08-09,63155,7250,48466,807,35712,546,28163,2824,31687,447,18317,524,13514,499,132461,1865,42783,782,126053,2353,111447,4928,208563,4977,31120,1698,32330,593,20665,1074,62268,803,19271,835,8857,247,13213,208,39641,726
2020-08-10,63223,7252,49151,811,36072,546,28273,2826,32177,449,18483,525,13640,500,133623,1874,42959,784,126371,2356,111948,4928,210543,4998,31448,1699,32975,594,20765,1074,62898,821,19472,835,8932,247,13631,209,40527,726
2020-08-11,63308,7253,49646,828,36072,546,28423,2828,32469,457,18697,529,13734,505,135130,1909,43164,806,126791,2382,112484,4933,210874,4999,31584,1700,32975,594,20850,1076,63605,856,19569,839,9008,254,13631,205,40527,724
2020-08-12,63410,7253,50081,842,38290,555,28391,2828,32666,469,18965,531,13869,512,139271,1939,43455,826,127188,2493,113044,4934,214283,5112,31725,1709,33157,602,20926,1076,64080,859,19677,840,9078,259,14112,209,41823,745
2020-08-13,63542,7255,50569,869,38290,555,28690,2833,33070,480,19124,533,13999,519,140984,1954,43673,850,127768,2517,113788,4943,214425,5113,31910,1709,33393,608,21038,1076,64741,883,19873,842,9192,260,14548,216,42171,769
2020-08-14,63636,7256,51457,884,39374,561,28877,2835,33403,492,19287,533,14120,523,142662,1999,43823,865,128352,2536,114724,4951,218831,5215,32057,1715,34065,622,21128,1076,65369,914,20063,845,9282,265,14558,219,42854,789
2020-08-15,63779,7258,52239,908,40338,568,29062,2837,33874,499,19437,537,14278,529,144407,2047,43993,887,128865,2585,115344,4953,220867,5246,32186,1717,34065,622,21161,1076,66011,940,20251,846,9359,269,14558,219,43367,809
2020-08-16,63861,7259,52867,910,41124,568,29111,2839,35310,504,19553,537,14335,528,145307,2057,44052,892,129385,2596,115960,4962,221971,5254,32186,1717,34344,626,21186,1076,66447,980,20469,848,9433,270,14973,221,43709,810
2020-08-17,63913,7261,53458,913,41564,568,29217,2839,35997,504,19683,537,14418,528,146026,2081,44122,892,129562,2596,116620,4964,223230,5273,32348,1717,34678,626,21300,1076,66826,1013,20625,851,9504,270,15123,221,43925,810
2020-08-18,64002,7262,54076,937,42150,616,29394,2845,36239,513,19818,542,14487,541,146990,2126,44265,913,129958,2612,117171,4974,224105,5340,32432,1717,34960,626,21425,1076,67193,1025,20722,851,9549,274,15437,224,44212,815
2020-08-19,64082,7263,54353,969,42947,621,29517,2847,36690,528,19980,545,14585,542,148093,2166,44456,935,130384,2697,118012,4984,225827,5392,32569,1735,35376,638,21507,1076,67534,1049,20853,855,9576,277,15836,228,44507,833
2020-08-20,64162,7266,54795,1006,43469,625,29622,2852,37020,537,20150,547,14673,544,149162,2185,44642,957,130800,2739,118757,4988,227346,5446,32674,1735,35608,644,21603,1091,68068,1051,21050,860,9676,282,16184,231,44936,856
2020-08-21,64236,7266,55521,1015,43943,629,29622,2852,37210,547,20316,551,14774,552,150305,2219,44814,981,131166,2743,119644,4997,229054,5491,32791,1735,35912,652,21673,1092,68542,1068,21270,862,9756,287,16469,237,45308,882
